Speaker,Sound,Word,set,burst,closure,vowel,phon_ctxt_stress,syllable,Item.Word,onset_has_nasal,onset_has_lateral,onset_has_rhotic,coda_has_nasal,coda_has_lateral,coda_has_rhotic,has_long_vowel,Syllable_duration,Word_duration
E10,/t/,shout,2,0.142,0.097,0.249,yes,1,shout,no,no,no,no,no,no,yes,0.683,0.683
E10,/t/,shout,3,0.114,0.103,0.196,yes,1,shout,no,no,no,no,no,no,yes,0.594,0.594
E10,/t/,silt,1,0.122,0.161,0.13,yes,1,silt,no,no,no,no,yes,no,no,0.705,0.705
E10,/t/,silt,2,0.117,0.151,0.135,yes,1,silt,no,no,no,no,yes,no,no,0.647,0.647
E10,/t/,silt,3,0.101,0.123,0.153,yes,1,silt,no,no,no,no,yes,no,no,0.616,0.616
E10,/t/,sit,1,0.114,0.131,0.122,yes,1,sit,no,no,no,no,no,no,no,0.618,0.618
E10,/t/,sit,2,0.111,0.139,0.108,yes,1,sit,no,no,no,no,no,no,no,0.568,0.568
E10,/t/,sit,3,0.072,0.132,0.077,yes,1,sit,no,no,no,no,no,no,no,0.528,0.528
E10,/d/,slide,1,0.07,0.046,0.278,yes,1,slide,no,no,no,no,no,no,yes,0.632,0.632
E10,/d/,slide,2,0.116,0.032,0.254,yes,1,slide,no,no,no,no,no,no,yes,0.633,0.633
E10,/d/,slide,3,0.094,0.032,0.237,yes,1,slide,no,no,no,no,no,no,yes,0.619,0.619
E10,/t/,soot,1,0.107,0.128,0.118,yes,1,soot,no,no,no,no,no,no,no,0.621,0.621
E10,/t/,soot,2,0.099,0.116,0.155,yes,1,soot,no,no,no,no,no,no,no,0.572,0.572
E10,/t/,soot,3,0.087,0.122,0.131,yes,1,soot,no,no,no,no,no,no,no,0.545,0.545
E10,/t/,vet,1,0.097,0.101,0.168,yes,1,vet,no,no,no,no,no,no,no,0.473,0.473
E10,/t/,vet,2,0.104,0.115,0.2,yes,1,vet,no,no,no,no,no,no,no,0.539,0.539
E10,/t/,vet,3,0.092,0.147,0.145,yes,1,vet,no,no,no,no,no,no,no,0.531,0.531
E10,/t/,wait,1,0.08,0.167,0.127,yes,1,wait,no,no,no,no,no,no,no,0.491,0.491
E10,/t/,wait,2,0.088,0.187,0.095,yes,1,wait,no,no,no,no,no,no,no,0.49,0.49
E10,/t/,wait,3,0.084,0.168,0.127,yes,1,wait,no,no,no,no,no,no,no,0.546,0.546
E10,/t/,white,1,0.11,0.158,0.127,yes,1,white,no,no,no,no,no,no,yes,0.458,0.458
E10,/t/,white,2,0.09,0.125,0.096,yes,1,white,no,no,no,no,no,no,yes,0.507,0.507
E10,/t/,white,3,0.115,0.143,0.091,yes,1,white,no,no,no,no,no,no,yes,0.509,0.509
E11,/d/,bad,1,0.115,0.089,0.311,yes,1,bad,no,no,no,no,no,no,no,0.538,0.538
E11,/d/,bad,2,0.14,0.089,0.344,yes,1,bad,no,no,no,no,no,no,no,0.586,0.586
E11,/d/,bad,3,0.185,0.081,0.335,yes,1,bad,no,no,no,no,no,no,no,0.613,0.613
E11,/d/,bed,1,0.177,0.096,0.205,yes,1,bed,no,no,no,no,no,no,no,0.498,0.498
E11,/d/,bed,2,0.143,0.102,0.213,yes,1,bed,no,no,no,no,no,no,no,0.472,0.472
E11,/d/,bed,3,0.113,0.108,0.205,yes,1,bed,no,no,no,no,no,no,no,0.437,0.437
E11,/d/,bud,1,0.184,0.109,0.201,yes,1,bud,no,no,no,no,no,no,no,0.533,0.533
E11,/d/,bud,2,0.105,0.144,0.239,yes,1,bud,no,no,no,no,no,no,no,0.516,0.516
E11,/d/,bud,3,0.106,0.111,0.251,yes,1,bud,no,no,no,no,no,no,no,0.508,0.508
E11,/t/,but,1,0.247,0.172,0.137,yes,1,but,no,no,no,no,no,no,no,0.591,0.591
E11,/t/,but,2,0.206,0.173,0.163,yes,1,but,no,no,no,no,no,no,no,0.554,0.554
E11,/t/,but,3,0.19,0.125,0.173,yes,1,but,no,no,no,no,no,no,no,0.523,0.523
E11,/d/,cooed,1,0.149,0.064,0.242,yes,1,cooed,no,no,no,no,no,no,no,0.562,0.562
E11,/d/,cooed,2,0.154,0.085,0.25,yes,1,cooed,no,no,no,no,no,no,no,0.637,0.637
E11,/d/,cooed,3,0.142,0.074,0.265,yes,1,cooed,no,no,no,no,no,no,no,0.606,0.606
E11,/t/,cut,1,0.179,0.132,0.117,yes,1,cut,no,no,no,no,no,no,no,0.541,0.541
E11,/t/,cut,2,0.187,0.129,0.157,yes,1,cut,no,no,no,no,no,no,no,0.59,0.59
E11,/t/,cut,3,0.157,0.134,0.13,yes,1,cut,no,no,no,no,no,no,no,0.536,0.536
E11,/d/,feed,1,0.103,0.077,0.321,yes,1,feed,no,no,no,no,no,no,no,0.731,0.731
E11,/d/,feed,2,0.18,0.099,0.309,yes,1,feed,no,no,no,no,no,no,no,0.761,0.761
E11,/d/,feed,3,0.16,0.109,0.31,yes,1,feed,no,no,no,no,no,no,no,0.782,0.782
E11,/t/,feet,1,0.198,0.152,0.11,yes,1,feet,no,no,no,no,no,no,no,0.683,0.683
E11,/t/,feet,2,0.204,0.169,0.123,yes,1,feet,no,no,no,no,no,no,no,0.682,0.682
E11,/t/,feet,3,0.273,0.117,0.168,yes,1,feet,no,no,no,no,no,no,no,0.708,0.708
E11,/d/,find,1,0.123,0.017,0.449,yes,1,find,no,no,no,yes,no,no,yes,0.734,0.734
E11,/d/,find,2,0.168,0.009,0.466,yes,1,find,no,no,no,yes,no,no,yes,0.894,0.894
E11,/d/,fond,1,0.147,0.015,0.407,yes,1,fond,no,no,no,yes,no,no,no,0.732,0.732
E11,/d/,gild,1,0.194,0.063,0.276,yes,1,gild,no,no,no,no,yes,no,no,0.571,0.571
E11,/d/,gild,2,0.152,0.056,0.311,yes,1,gild,no,no,no,no,yes,no,no,0.542,0.542
E11,/d/,gild,3,0.123,0.057,0.31,yes,1,gild,no,no,no,no,yes,no,no,0.52,0.52
E11,/d/,god,1,0.073,0.091,0.305,yes,1,god,no,no,no,no,no,no,no,0.505,0.505
E11,/d/,god,2,0.112,0.096,0.335,yes,1,god,no,no,no,no,no,no,no,0.578,0.578
E11,/d/,god,3,0.131,0.091,0.367,yes,1,god,no,no,no,no,no,no,no,0.618,0.618
E11,/d/,good,1,0.093,0.089,0.201,yes,1,good,no,no,no,no,no,no,no,0.416,0.416
E11,/d/,good,2,0.155,0.116,0.225,yes,1,good,no,no,no,no,no,no,no,0.529,0.529
E11,/d/,good,3,0.088,0.088,0.229,yes,1,good,no,no,no,no,no,no,no,0.46,0.46
E11,/t/,got,1,0.124,0.146,0.182,yes,1,got,no,no,no,no,no,no,no,0.486,0.486
E11,/t/,got,2,0.238,0.134,0.21,yes,1,got,no,no,no,no,no,no,no,0.618,0.618
E11,/t/,got,3,0.138,0.125,0.229,yes,1,got,no,no,no,no,no,no,no,0.516,0.516
E11,/d/,killed,1,0.177,0.046,0.214,yes,1,killed,no,no,no,no,yes,no,no,0.578,0.578
E11,/d/,killed,2,0.13,0.044,0.275,yes,1,killed,no,no,no,no,yes,no,no,0.576,0.576
E11,/d/,killed,3,0.166,0.048,0.302,yes,1,killed,no,no,no,no,yes,no,no,0.684,0.684
E11,/d/,lad,1,0.125,0.078,0.271,yes,1,lad,no,yes,no,no,no,no,no,0.577,0.577
E11,/d/,lad,2,0.189,0.084,0.273,yes,1,lad,no,yes,no,no,no,no,no,0.663,0.663
E11,/d/,lad,3,0.119,0.088,0.258,yes,1,lad,no,yes,no,no,no,no,no,0.559,0.559
E11,/t/,late,1,0.184,0.084,0.168,yes,1,late,no,yes,no,no,no,no,no,0.55,0.55
E11,/t/,late,2,0.22,0.099,0.16,yes,1,late,no,yes,no,no,no,no,no,0.688,0.688
E11,/t/,late,3,0.242,0.116,0.146,yes,1,late,no,yes,no,no,no,no,no,0.695,0.695
E11,/t/,neat,1,0.198,0.135,0.136,yes,1,neat,yes,no,no,no,no,no,no,0.672,0.672
E11,/t/,neat,2,0.183,0.142,0.162,yes,1,neat,yes,no,no,no,no,no,no,0.604,0.604
E11,/t/,neat,3,0.189,0.135,0.155,yes,1,neat,yes,no,no,no,no,no,no,0.631,0.631
E11,/d/,need,1,0.169,0.078,0.298,yes,1,need,yes,no,no,no,no,no,no,0.656,0.656
E11,/d/,need,2,0.121,0.1,0.283,yes,1,need,yes,no,no,no,no,no,no,0.618,0.618
E11,/d/,need,3,0.144,0.088,0.29,yes,1,need,yes,no,no,no,no,no,no,0.649,0.649
E11,/t/,night,1,0.265,0.124,0.251,yes,1,night,yes,no,no,no,no,no,yes,0.811,0.811
E11,/t/,night,2,0.216,0.154,0.212,yes,1,night,yes,no,no,no,no,no,yes,0.704,0.704
E11,/t/,night,3,0.185,0.13,0.206,yes,1,night,yes,no,no,no,no,no,yes,0.648,0.648
E11,/t/,not,1,0.246,0.123,0.262,yes,1,not,yes,no,no,no,no,no,no,0.773,0.773
E11,/t/,not,2,0.235,0.132,0.269,yes,1,not,yes,no,no,no,no,no,no,0.744,0.744
E11,/t/,not,3,0.207,0.099,0.301,yes,1,not,yes,no,no,no,no,no,no,0.736,0.736
E11,/t/,pat,1,0.193,0.114,0.22,yes,1,pat,no,no,no,no,no,no,no,0.686,0.686
E11,/t/,pat,2,0.208,0.109,0.264,yes,1,pat,no,no,no,no,no,no,no,0.708,0.708
E11,/t/,pat,3,0.206,0.16,0.2,yes,1,pat,no,no,no,no,no,no,no,0.717,0.717
E11,/t/,pet,1,0.2,0.142,0.125,yes,1,pet,no,no,no,no,no,no,no,0.606,0.606
E11,/t/,pet,2,0.25,0.195,0.136,yes,1,pet,no,no,no,no,no,no,no,0.714,0.714
E11,/t/,pet,3,0.224,0.175,0.127,yes,1,pet,no,no,no,no,no,no,no,0.627,0.627
E11,/d/,pond,1,0.058,0.042,0.389,yes,1,pond,no,no,no,yes,no,no,no,0.632,0.632
E11,/d/,pond,2,0.111,0.077,0.383,yes,1,pond,no,no,no,yes,no,no,no,0.704,0.704
E11,/t/,pot,1,0.166,0.113,0.211,yes,1,pot,no,no,no,no,no,no,no,0.601,0.601
E11,/t/,pot,2,0.224,0.123,0.249,yes,1,pot,no,no,no,no,no,no,no,0.697,0.697
E11,/t/,pot,3,0.199,0.118,0.234,yes,1,pot,no,no,no,no,no,no,no,0.68,0.68
E11,/d/,pound,1,0.123,0.023,0.427,yes,1,pound,no,no,no,yes,no,no,yes,0.741,0.741
E11,/d/,pound,2,0.09,0.022,0.456,yes,1,pound,no,no,no,yes,no,no,yes,0.709,0.709
E11,/t/,pout,1,0.278,0.118,0.209,yes,1,pout,no,no,no,no,no,no,yes,0.754,0.754
E11,/t/,pout,2,0.255,0.152,0.183,yes,1,pout,no,no,no,no,no,no,yes,0.715,0.715
E11,/t/,pout,3,0.222,0.149,0.189,yes,1,pout,no,no,no,no,no,no,yes,0.692,0.692
E11,/t/,put,1,0.293,0.106,0.155,yes,1,put,no,no,no,no,no,no,no,0.699,0.699
E11,/t/,put,2,0.272,0.152,0.166,yes,1,put,no,no,no,no,no,no,no,0.685,0.685
E11,/t/,put,3,0.273,0.1,0.156,yes,1,put,no,no,no,no,no,no,no,0.635,0.635
E11,/d/,ride,1,0.153,0.073,0.468,yes,1,ride,no,no,yes,no,no,no,yes,0.869,0.869
E11,/d/,ride,2,0.126,0.062,0.512,yes,1,ride,no,no,yes,no,no,no,yes,0.851,0.851
E11,/d/,ride,3,0.117,0.063,0.531,yes,1,ride,no,no,yes,no,no,no,yes,0.913,0.913
E11,/d/,rod,1,0.133,0.084,0.382,yes,1,rod,no,no,yes,no,no,no,no,0.679,0.679
E11,/d/,rod,2,0.106,0.077,0.386,yes,1,rod,no,no,yes,no,no,no,no,0.783,0.783
E11,/d/,rod,3,0.124,0.097,0.396,yes,1,rod,no,no,yes,no,no,no,no,0.765,0.765
E11,/d/,rode,1,0.111,0.059,0.212,yes,1,rode,no,no,yes,no,no,no,no,0.552,0.552
E11,/d/,rode,2,0.126,0.081,0.168,yes,1,rode,no,no,yes,no,no,no,no,0.63,0.63
E11,/d/,rode,3,0.118,0.081,0.174,yes,1,rode,no,no,yes,no,no,no,no,0.629,0.629
E11,/d/,sad,1,0.15,0.085,0.319,yes,1,sad,no,no,no,no,no,no,no,0.824,0.824
E11,/d/,sad,2,0.16,0.079,0.332,yes,1,sad,no,no,no,no,no,no,no,0.843,0.843
E11,/d/,sad,3,0.077,0.088,0.337,yes,1,sad,no,no,no,no,no,no,no,0.793,0.793
E11,/d/,said,1,0.141,0.107,0.188,yes,1,said,no,no,no,no,no,no,no,0.738,0.738
E11,/d/,said,2,0.147,0.143,0.168,yes,1,said,no,no,no,no,no,no,no,0.757,0.757
E11,/d/,said,3,0.141,0.139,0.185,yes,1,said,no,no,no,no,no,no,no,0.765,0.765
E11,/t/,shot,1,0.211,0.124,0.179,yes,1,shot,no,no,no,no,no,no,no,0.74,0.74
E11,/t/,shot,2,0.203,0.107,0.249,yes,1,shot,no,no,no,no,no,no,no,0.808,0.808
E11,/t/,shot,3,0.149,0.158,0.203,yes,1,shot,no,no,no,no,no,no,no,0.799,0.799
E11,/t/,shout,1,0.177,0.153,0.148,yes,1,shout,no,no,no,no,no,no,yes,0.746,0.746
E11,/t/,shout,2,0.168,0.138,0.196,yes,1,shout,no,no,no,no,no,no,yes,0.75,0.75
E11,/t/,shout,3,0.169,0.147,0.186,yes,1,shout,no,no,no,no,no,no,yes,0.748,0.748
E11,/t/,silt,1,0.195,0.07,0.163,yes,1,silt,no,no,no,no,yes,no,no,0.682,0.682
E11,/t/,silt,2,0.171,0.086,0.192,yes,1,silt,no,no,no,no,yes,no,no,0.684,0.684
E11,/t/,silt,3,0.16,0.088,0.165,yes,1,silt,no,no,no,no,yes,no,no,0.665,0.665
E11,/t/,sit,1,0.188,0.115,0.102,yes,1,sit,no,no,no,no,no,no,no,0.66,0.66
E11,/t/,sit,2,0.16,0.144,0.124,yes,1,sit,no,no,no,no,no,no,no,0.742,0.742
E11,/t/,sit,3,0.156,0.168,0.123,yes,1,sit,no,no,no,no,no,no,no,0.708,0.708
E11,/d/,slide,1,0.094,0.057,0.359,yes,1,slide,no,no,no,no,no,no,yes,0.81,0.81
E11,/d/,slide,2,0.116,0.066,0.352,yes,1,slide,no,no,no,no,no,no,yes,0.796,0.796
E11,/d/,slide,3,0.078,0.057,0.345,yes,1,slide,no,no,no,no,no,no,yes,0.809,0.809
E11,/t/,soot,1,0.19,0.119,0.119,yes,1,soot,no,no,no,no,no,no,no,0.705,0.705
E11,/t/,soot,2,0.171,0.136,0.132,yes,1,soot,no,no,no,no,no,no,no,0.719,0.719
E11,/t/,soot,3,0.198,0.129,0.129,yes,1,soot,no,no,no,no,no,no,no,0.781,0.781
E11,/t/,vet,1,0.262,0.106,0.159,yes,1,vet,no,no,no,no,no,no,no,0.684,0.684
E11,/t/,vet,2,0.211,0.105,0.177,yes,1,vet,no,no,no,no,no,no,no,0.683,0.683
E11,/t/,vet,3,0.23,0.156,0.142,yes,1,vet,no,no,no,no,no,no,no,0.685,0.685
E11,/t/,wait,1,0.249,0.101,0.187,yes,1,wait,no,no,no,no,no,no,no,0.709,0.709
E11,/t/,wait,2,0.227,0.1,0.199,yes,1,wait,no,no,no,no,no,no,no,0.748,0.748
E11,/t/,wait,3,0.205,0.177,0.133,yes,1,wait,no,no,no,no,no,no,no,0.74,0.74
E11,/t/,white,1,0.182,0.15,0.126,yes,1,white,no,no,no,no,no,no,yes,0.671,0.671
E11,/t/,white,2,0.204,0.086,0.177,yes,1,white,no,no,no,no,no,no,yes,0.706,0.706
E11,/t/,white,3,0.218,0.154,0.14,yes,1,white,no,no,no,no,no,no,yes,0.739,0.739
E12,/d/,bad,1,0.103,0.031,0.254,yes,1,bad,no,no,no,no,no,no,no,0.411,0.411
E12,/d/,bad,2,0.111,0.039,0.258,yes,1,bad,no,no,no,no,no,no,no,0.417,0.417
E12,/d/,bad,3,0.051,0.04,0.234,yes,1,bad,no,no,no,no,no,no,no,0.339,0.339
E12,/d/,bed,1,0.082,0.045,0.169,yes,1,bed,no,no,no,no,no,no,no,0.318,0.318
E12,/d/,bed,2,0.065,0.044,0.192,yes,1,bed,no,no,no,no,no,no,no,0.311,0.311
E12,/d/,bed,3,0.055,0.058,0.171,yes,1,bed,no,no,no,no,no,no,no,0.294,0.294
E12,/d/,bud,1,0.095,0.055,0.2,yes,1,bud,no,no,no,no,no,no,no,0.383,0.383
E12,/d/,bud,2,0.083,0.066,0.185,yes,1,bud,no,no,no,no,no,no,no,0.355,0.355
E12,/d/,bud,3,0.143,0.055,0.191,yes,1,bud,no,no,no,no,no,no,no,0.404,0.404
E12,/t/,but,1,0.032,0.03,0.157,yes,1,but,no,no,no,no,no,no,no,0.235,0.235
E12,/t/,but,2,0.036,0.028,0.129,yes,1,but,no,no,no,no,no,no,no,0.233,0.233
E12,/d/,cooed,1,0.094,0.046,0.224,yes,1,cooed,no,no,no,no,no,no,no,0.431,0.431
E12,/d/,cooed,2,0.123,0.052,0.204,yes,1,cooed,no,no,no,no,no,no,no,0.456,0.456
E12,/d/,cooed,3,0.079,0.04,0.199,yes,1,cooed,no,no,no,no,no,no,no,0.4,0.4
E12,/d/,feed,1,0.077,0.04,0.205,yes,1,feed,no,no,no,no,no,no,no,0.462,0.462
E12,/d/,feed,2,0.113,0.05,0.225,yes,1,feed,no,no,no,no,no,no,no,0.471,0.471
E12,/d/,feed,3,0.083,0.041,0.205,yes,1,feed,no,no,no,no,no,no,no,0.474,0.474
E12,/t/,feet,1,0.142,0.063,0.139,yes,1,feet,no,no,no,no,no,no,no,0.426,0.426
E12,/t/,feet,2,0.149,0.061,0.147,yes,1,feet,no,no,no,no,no,no,no,0.399,0.399
E12,/t/,feet,3,0.092,0.055,0.121,yes,1,feet,no,no,no,no,no,no,no,0.331,0.331
E12,/d/,find,1,0.089,0.032,0.329,yes,1,find,no,no,no,yes,no,no,yes,0.507,0.507
E12,/d/,find,2,0.085,0.039,0.334,yes,1,find,no,no,no,yes,no,no,yes,0.523,0.523
E12,/d/,find,3,0.061,0.011,0.334,yes,1,find,no,no,no,yes,no,no,yes,0.474,0.474
E12,/d/,fond,1,0.05,0.016,0.312,yes,1,fond,no,no,no,yes,no,no,no,0.484,0.484
E12,/d/,fond,2,0.049,0.016,0.32,yes,1,fond,no,no,no,yes,no,no,no,0.477,0.477
E12,/d/,fond,3,0.081,0.022,0.299,yes,1,fond,no,no,no,yes,no,no,no,0.442,0.442
E12,/d/,gild,1,0.101,0.05,0.246,yes,1,gild,no,no,no,no,yes,no,no,0.435,0.435
E12,/d/,gild,2,0.102,0.083,0.199,yes,1,gild,no,no,no,no,yes,no,no,0.441,0.441
E12,/d/,gild,3,0.1,0.058,0.203,yes,1,gild,no,no,no,no,yes,no,no,0.397,0.397
E12,/d/,god,1,0.078,0.037,0.25,yes,1,god,no,no,no,no,no,no,no,0.389,0.389
E12,/d/,god,2,0.092,0.041,0.259,yes,1,god,no,no,no,no,no,no,no,0.426,0.426
E12,/d/,god,3,0.1,0.048,0.235,yes,1,god,no,no,no,no,no,no,no,0.412,0.412
E12,/d/,good,1,0.072,0.044,0.193,yes,1,good,no,no,no,no,no,no,no,0.34,0.34
E12,/d/,good,2,0.066,0.043,0.18,yes,1,good,no,no,no,no,no,no,no,0.318,0.318
E12,/d/,good,3,0.061,0.049,0.189,yes,1,good,no,no,no,no,no,no,no,0.327,0.327
E12,/d/,killed,1,0.061,0.027,0.229,yes,1,killed,no,no,no,no,yes,no,no,0.361,0.361
E12,/d/,killed,2,0.057,0.065,0.215,yes,1,killed,no,no,no,no,yes,no,no,0.393,0.393
E12,/d/,killed,3,0.067,0.057,0.229,yes,1,killed,no,no,no,no,yes,no,no,0.408,0.408
E12,/d/,lad,1,0.068,0.033,0.186,yes,1,lad,no,yes,no,no,no,no,no,0.386,0.386
E12,/d/,lad,2,0.065,0.033,0.168,yes,1,lad,no,yes,no,no,no,no,no,0.381,0.381
E12,/d/,lad,3,0.087,0.031,0.156,yes,1,lad,no,yes,no,no,no,no,no,0.433,0.433
E12,/t/,late,1,0.025,0.099,0.151,yes,1,late,no,yes,no,no,no,no,no,0.375,0.375
E12,/t/,neat,1,0.162,0.092,0.131,yes,1,neat,yes,no,no,no,no,no,no,0.508,0.508
E12,/t/,neat,2,0.13,0.099,0.152,yes,1,neat,yes,no,no,no,no,no,no,0.531,0.531
E12,/t/,neat,3,0.137,0.091,0.188,yes,1,neat,yes,no,no,no,no,no,no,0.482,0.482
E12,/d/,need,1,0.099,0.027,0.214,yes,1,need,yes,no,no,no,no,no,no,0.442,0.442
E12,/d/,need,2,0.08,0.045,0.22,yes,1,need,yes,no,no,no,no,no,no,0.447,0.447
E12,/d/,need,3,0.087,0.053,0.218,yes,1,need,yes,no,no,no,no,no,no,0.454,0.454
E12,/t/,not,1,0.048,0.133,0.175,yes,1,not,yes,no,no,no,no,no,no,0.458,0.458
E12,/t/,not,2,0.107,0.101,0.165,yes,1,not,yes,no,no,no,no,no,no,0.491,0.491
E12,/t/,pat,1,0.08,0.123,0.148,yes,1,pat,no,no,no,no,no,no,no,0.404,0.404
E12,/t/,pat,2,0.073,0.127,0.14,yes,1,pat,no,no,no,no,no,no,no,0.425,0.425
E12,/t/,pet,1,0.238,0.141,0.143,yes,1,pet,no,no,no,no,no,no,no,0.561,0.561
E12,/t/,pet,2,0.192,0.17,0.288,yes,1,pet,no,no,no,no,no,no,no,0.698,0.698
E12,/d/,pond,1,0.052,0.022,0.284,yes,1,pond,no,no,no,yes,no,no,no,0.404,0.404
