Speaker,Sound,Word,set,burst,closure,vowel,phon_ctxt_stress,syllable,Item.Word,onset_has_nasal,onset_has_lateral,onset_has_rhotic,coda_has_nasal,coda_has_lateral,coda_has_rhotic,has_long_vowel,Syllable_duration,Word_duration
E3,/d/,feed,1,0.266,0.05,0.262,yes,1,feed,no,no,no,no,no,no,no,0.745,0.745
E3,/d/,feed,2,0.213,0.05,0.275,yes,1,feed,no,no,no,no,no,no,no,0.687,0.687
E3,/d/,feed,3,0.104,0.051,0.239,yes,1,feed,no,no,no,no,no,no,no,0.521,0.521
E3,/t/,feet,1,0.193,0.123,0.145,yes,1,feet,no,no,no,no,no,no,no,0.579,0.579
E3,/t/,feet,2,0.155,0.091,0.166,yes,1,feet,no,no,no,no,no,no,no,0.546,0.546
E3,/t/,feet,3,0.15,0.108,0.186,yes,1,feet,no,no,no,no,no,no,no,0.54,0.54
E3,/d/,find,1,0.081,0.029,0.372,yes,1,find,no,no,no,yes,no,no,yes,0.606,0.606
E3,/d/,find,2,0.141,0.016,0.398,yes,1,find,no,no,no,yes,no,no,yes,0.691,0.691
E3,/d/,find,3,0.121,0.02,0.367,yes,1,find,no,no,no,yes,no,no,yes,0.614,0.614
E3,/d/,fond,1,0.085,0.02,0.352,yes,1,fond,no,no,no,yes,no,no,no,0.572,0.572
E3,/d/,fond,2,0.156,0.023,0.395,yes,1,fond,no,no,no,yes,no,no,no,0.716,0.716
E3,/d/,fond,3,0.139,0.014,0.35,yes,1,fond,no,no,no,yes,no,no,no,0.61,0.61
E3,/d/,gild,1,0.059,0.083,0.284,yes,1,gild,no,no,no,no,yes,no,no,0.471,0.471
E3,/d/,gild,2,0.169,0.075,0.29,yes,1,gild,no,no,no,no,yes,no,no,0.574,0.574
E3,/d/,gild,3,0.114,0.074,0.277,yes,1,gild,no,no,no,no,yes,no,no,0.526,0.526
E3,/d/,god,1,0.176,0.036,0.291,yes,1,god,no,no,no,no,no,no,no,0.533,0.533
E3,/d/,god,2,0.164,0.051,0.267,yes,1,god,no,no,no,no,no,no,no,0.511,0.511
E3,/d/,god,3,0.129,0.066,0.263,yes,1,god,no,no,no,no,no,no,no,0.489,0.489
E3,/d/,good,1,0.088,0.044,0.216,yes,1,good,no,no,no,no,no,no,no,0.395,0.395
E3,/d/,good,2,0.124,0.029,0.251,yes,1,good,no,no,no,no,no,no,no,0.451,0.451
E3,/d/,good,3,0.117,0.022,0.252,yes,1,good,no,no,no,no,no,no,no,0.428,0.428
E3,/t/,got,1,0.167,0.102,0.238,yes,1,got,no,no,no,no,no,no,no,0.543,0.543
E3,/t/,got,2,0.211,0.123,0.186,yes,1,got,no,no,no,no,no,no,no,0.573,0.573
E3,/d/,killed,1,0.094,0.088,0.258,yes,1,killed,no,no,no,no,yes,no,no,0.529,0.529
E3,/d/,killed,2,0.141,0.06,0.31,yes,1,killed,no,no,no,no,yes,no,no,0.592,0.592
E3,/d/,killed,3,0.12,0.073,0.27,yes,1,killed,no,no,no,no,yes,no,no,0.551,0.551
E3,/d/,lad,1,0.108,0.04,0.225,yes,1,lad,no,yes,no,no,no,no,no,0.474,0.474
E3,/d/,lad,2,0.157,0.052,0.235,yes,1,lad,no,yes,no,no,no,no,no,0.564,0.564
E3,/d/,lad,3,0.119,0.056,0.219,yes,1,lad,no,yes,no,no,no,no,no,0.501,0.501
E3,/t/,neat,1,0.183,0.091,0.146,yes,1,neat,yes,no,no,no,no,no,no,0.525,0.525
E3,/t/,neat,2,0.216,0.089,0.151,yes,1,neat,yes,no,no,no,no,no,no,0.541,0.541
E3,/t/,neat,3,0.167,0.077,0.152,yes,1,neat,yes,no,no,no,no,no,no,0.465,0.465
E3,/d/,need,1,0.14,0.043,0.265,yes,1,need,yes,no,no,no,no,no,no,0.547,0.547
E3,/d/,need,2,0.215,0.055,0.251,yes,1,need,yes,no,no,no,no,no,no,0.606,0.606
E3,/d/,need,3,0.172,0.049,0.252,yes,1,need,yes,no,no,no,no,no,no,0.551,0.551
E3,/d/,pond,1,0.088,0.019,0.334,yes,1,pond,no,no,no,yes,no,no,no,0.535,0.535
E3,/d/,pond,2,0.119,0.02,0.376,yes,1,pond,no,no,no,yes,no,no,no,0.597,0.597
E3,/d/,pond,3,0.123,0.018,0.337,yes,1,pond,no,no,no,yes,no,no,no,0.543,0.543
E3,/d/,pound,1,0.086,0.021,0.326,yes,1,pound,no,no,no,yes,no,no,yes,0.514,0.514
E3,/d/,pound,2,0.133,0.008,0.364,yes,1,pound,no,no,no,yes,no,no,yes,0.593,0.593
E3,/d/,pound,3,0.144,0.014,0.392,yes,1,pound,no,no,no,yes,no,no,yes,0.614,0.614
E3,/d/,ride,1,0.122,0.056,0.264,yes,1,ride,no,no,yes,no,no,no,yes,0.601,0.601
E3,/d/,ride,2,0.111,0.042,0.247,yes,1,ride,no,no,yes,no,no,no,yes,0.53,0.53
E3,/d/,ride,3,0.109,0.043,0.252,yes,1,ride,no,no,yes,no,no,no,yes,0.519,0.519
E3,/d/,rod,1,0.206,0.046,0.222,yes,1,rod,no,no,yes,no,no,no,no,0.629,0.629
E3,/d/,rod,2,0.114,0.027,0.223,yes,1,rod,no,no,yes,no,no,no,no,0.469,0.469
E3,/d/,rode,1,0.141,0.043,0.185,yes,1,rode,no,no,yes,no,no,no,no,0.555,0.555
E3,/d/,rode,2,0.219,0.024,0.189,yes,1,rode,no,no,yes,no,no,no,no,0.562,0.562
E3,/d/,rode,3,0.131,0.027,0.163,yes,1,rode,no,no,yes,no,no,no,no,0.457,0.457
E3,/d/,sad,1,0.088,0.058,0.29,yes,1,sad,no,no,no,no,no,no,no,0.718,0.718
E3,/d/,sad,2,0.122,0.029,0.296,yes,1,sad,no,no,no,no,no,no,no,0.624,0.624
E3,/d/,sad,3,0.123,0.05,0.292,yes,1,sad,no,no,no,no,no,no,no,0.61,0.61
E3,/d/,said,1,0.142,0.029,0.212,yes,1,said,no,no,no,no,no,no,no,0.569,0.569
E3,/d/,said,2,0.132,0.036,0.215,yes,1,said,no,no,no,no,no,no,no,0.567,0.567
E3,/d/,said,3,0.158,0.037,0.211,yes,1,said,no,no,no,no,no,no,no,0.572,0.572
E3,/d/,slide,1,0.11,0.028,0.266,yes,1,slide,no,no,no,no,no,no,yes,0.62,0.62
E3,/d/,slide,2,0.123,0.029,0.265,yes,1,slide,no,no,no,no,no,no,yes,0.675,0.675
E3,/d/,slide,3,0.128,0.028,0.288,yes,1,slide,no,no,no,no,no,no,yes,0.67,0.67
E7,/d/,bed,1,0.043,0.075,0.2,yes,1,bed,no,no,no,no,no,no,no,0.344,0.344
E7,/d/,bed,2,0.052,0.08,0.201,yes,1,bed,no,no,no,no,no,no,no,0.514,0.514
E7,/d/,bed,3,0.112,0.109,0.21,yes,1,bed,no,no,no,no,no,no,no,0.547,0.547
E7,/d/,cooed,1,0.063,0.058,0.308,yes,1,cooed,no,no,no,no,no,no,no,0.536,0.536
E7,/d/,cooed,2,0.109,0.062,0.29,yes,1,cooed,no,no,no,no,no,no,no,0.608,0.608
E7,/d/,cooed,3,0.126,0.069,0.232,yes,1,cooed,no,no,no,no,no,no,no,0.528,0.528
E7,/d/,feed,1,0.055,0.107,0.275,yes,1,feed,no,no,no,no,no,no,no,0.615,0.615
E7,/d/,feed,2,0.074,0.079,0.277,yes,1,feed,no,no,no,no,no,no,no,0.631,0.631
E7,/d/,feed,3,0.044,0.115,0.276,yes,1,feed,no,no,no,no,no,no,no,0.614,0.614
E7,/t/,feet,1,0.113,0.191,0.134,yes,1,feet,no,no,no,no,no,no,no,0.64,0.64
E7,/t/,feet,2,0.112,0.19,0.159,yes,1,feet,no,no,no,no,no,no,no,0.602,0.602
E7,/t/,feet,3,0.145,0.176,0.148,yes,1,feet,no,no,no,no,no,no,no,0.629,0.629
E7,/d/,find,1,0.041,0.008,0.434,yes,1,find,no,no,no,yes,no,no,yes,0.627,0.627
E7,/d/,find,2,0.076,0.095,0.346,yes,1,find,no,no,no,yes,no,no,yes,0.778,0.778
E7,/d/,fond,1,0.077,0.014,0.432,yes,1,fond,no,no,no,yes,no,no,no,0.748,0.748
E7,/d/,fond,2,0.018,0.124,0.303,yes,1,fond,no,no,no,yes,no,no,no,0.675,0.675
E7,/d/,gild,1,0.141,0.027,0.284,yes,1,gild,no,no,no,no,yes,no,no,0.551,0.551
E7,/d/,gild,2,0.107,0.023,0.331,yes,1,gild,no,no,no,no,yes,no,no,0.638,0.638
E7,/d/,gild,3,0.12,0.122,0.231,yes,1,gild,no,no,no,no,yes,no,no,0.544,0.544
E7,/d/,god,1,0.038,0.056,0.307,yes,1,god,no,no,no,no,no,no,no,0.446,0.446
E7,/d/,god,2,0.059,0.023,0.269,yes,1,god,no,no,no,no,no,no,no,0.413,0.413
E7,/d/,god,3,0.023,0.044,0.212,yes,1,god,no,no,no,no,no,no,no,0.416,0.416
E7,/d/,good,1,0.047,0.076,0.165,yes,1,good,no,no,no,no,no,no,no,0.342,0.342
E7,/d/,good,2,0.065,0.047,0.194,yes,1,good,no,no,no,no,no,no,no,0.431,0.431
E7,/d/,killed,1,0.083,0.044,0.316,yes,1,killed,no,no,no,no,yes,no,no,0.538,0.538
E7,/d/,killed,2,0.103,0.036,0.35,yes,1,killed,no,no,no,no,yes,no,no,0.59,0.59
E7,/d/,killed,3,0.065,0.151,0.227,yes,1,killed,no,no,no,no,yes,no,no,0.538,0.538
E7,/d/,lad,1,0.104,0.065,0.233,yes,1,lad,no,yes,no,no,no,no,no,0.449,0.449
E7,/t/,neat,1,0.155,0.158,0.178,yes,1,neat,yes,no,no,no,no,no,no,0.596,0.596
E7,/t/,neat,2,0.079,0.202,0.193,yes,1,neat,yes,no,no,no,no,no,no,0.587,0.587
E7,/t/,neat,3,0.145,0.17,0.156,yes,1,neat,yes,no,no,no,no,no,no,0.542,0.542
E7,/d/,need,1,0.045,0.066,0.271,yes,1,need,yes,no,no,no,no,no,no,0.505,0.505
E7,/d/,need,2,0.054,0.064,0.315,yes,1,need,yes,no,no,no,no,no,no,0.527,0.527
E7,/d/,need,3,0.079,0.074,0.26,yes,1,need,yes,no,no,no,no,no,no,0.497,0.497
E7,/t/,night,1,0.159,0.124,0.207,yes,1,night,yes,no,no,no,no,no,yes,0.573,0.573
E7,/t/,night,2,0.145,0.13,0.225,yes,1,night,yes,no,no,no,no,no,yes,0.544,0.544
E7,/t/,night,3,0.174,0.197,0.204,yes,1,night,yes,no,no,no,no,no,yes,0.657,0.657
E7,/d/,pond,1,0.058,0.007,0.404,yes,1,pond,no,no,no,yes,no,no,no,0.553,0.553
E7,/d/,pond,2,0.061,0.225,0.291,yes,1,pond,no,no,no,yes,no,no,no,0.684,0.684
E7,/d/,pound,1,0.03,0.024,0.394,yes,1,pound,no,no,no,yes,no,no,yes,0.565,0.565
E7,/d/,pound,2,0.088,0.164,0.298,yes,1,pound,no,no,no,yes,no,no,yes,0.662,0.662
E7,/d/,ride,1,0.073,0.055,0.304,yes,1,ride,no,no,yes,no,no,no,yes,0.593,0.593
E7,/d/,ride,2,0.096,0.055,0.233,yes,1,ride,no,no,yes,no,no,no,yes,0.571,0.571
E7,/d/,ride,3,0.062,0.093,0.238,yes,1,ride,no,no,yes,no,no,no,yes,0.488,0.488
E7,/d/,rod,1,0.064,0.063,0.223,yes,1,rod,no,no,yes,no,no,no,no,0.584,0.584
E7,/d/,rod,2,0.055,0.084,0.232,yes,1,rod,no,no,yes,no,no,no,no,0.462,0.462
E7,/d/,rode,1,0.072,0.073,0.187,yes,1,rode,no,no,yes,no,no,no,no,0.5,0.5
E7,/d/,rode,2,0.089,0.061,0.184,yes,1,rode,no,no,yes,no,no,no,no,0.463,0.463
E7,/d/,rode,3,0.089,0.121,0.192,yes,1,rode,no,no,yes,no,no,no,no,0.58,0.58
E7,/d/,sad,1,0.061,0.074,0.316,yes,1,sad,no,no,no,no,no,no,no,0.68,0.68
E7,/d/,sad,2,0.115,0.053,0.333,yes,1,sad,no,no,no,no,no,no,no,0.704,0.704
E7,/d/,sad,3,0.076,0.071,0.313,yes,1,sad,no,no,no,no,no,no,no,0.637,0.637
E7,/d/,said,1,0.079,0.077,0.233,yes,1,said,no,no,no,no,no,no,no,0.616,0.616
E7,/d/,said,2,0.113,0.087,0.253,yes,1,said,no,no,no,no,no,no,no,0.636,0.636
E7,/d/,said,3,0.107,0.098,0.231,yes,1,said,no,no,no,no,no,no,no,0.634,0.634
E7,/t/,silt,1,0.141,0.111,0.162,yes,1,silt,no,no,no,no,yes,no,no,0.672,0.672
E7,/t/,silt,2,0.158,0.09,0.196,yes,1,silt,no,no,no,no,yes,no,no,0.637,0.637
E7,/t/,silt,3,0.12,0.167,0.139,yes,1,silt,no,no,no,no,yes,no,no,0.603,0.603
E7,/d/,slide,1,0.061,0.059,0.188,yes,1,slide,no,no,no,no,no,no,yes,0.539,0.539
E7,/t/,soot,1,0.146,0.187,0.132,yes,1,soot,no,no,no,no,no,no,no,0.709,0.709
E7,/t/,vet,1,0.026,0.025,0.175,yes,1,vet,no,no,no,no,no,no,no,0.411,0.411
E7,/t/,white,1,0.011,0.069,0.155,yes,1,white,no,no,no,no,no,no,yes,0.351,0.351
E9,/d/,bad,1,0.089,0.059,0.256,yes,1,bad,no,no,no,no,no,no,no,0.424,0.424
E9,/d/,bad,2,0.061,0.059,0.271,yes,1,bad,no,no,no,no,no,no,no,0.409,0.409
E9,/d/,bad,3,0.097,0.046,0.261,yes,1,bad,no,no,no,no,no,no,no,0.423,0.423
E9,/d/,bed,1,0.122,0.063,0.17,yes,1,bed,no,no,no,no,no,no,no,0.373,0.373
E9,/d/,bed,2,0.119,0.061,0.206,yes,1,bed,no,no,no,no,no,no,no,0.404,0.404
E9,/d/,bed,3,0.084,0.057,0.17,yes,1,bed,no,no,no,no,no,no,no,0.323,0.323
E9,/d/,bud,1,0.084,0.065,0.181,yes,1,bud,no,no,no,no,no,no,no,0.386,0.386
E9,/d/,bud,2,0.06,0.07,0.182,yes,1,bud,no,no,no,no,no,no,no,0.37,0.37
E9,/d/,bud,3,0.059,0.085,0.157,yes,1,bud,no,no,no,no,no,no,no,0.34,0.34
E9,/t/,but,1,0.119,0.131,0.145,yes,1,but,no,no,no,no,no,no,no,0.445,0.445
E9,/t/,but,2,0.149,0.112,0.167,yes,1,but,no,no,no,no,no,no,no,0.473,0.473
E9,/t/,but,3,0.202,0.115,0.151,yes,1,but,no,no,no,no,no,no,no,0.509,0.509
E9,/d/,cooed,1,0.036,0.073,0.235,yes,1,cooed,no,no,no,no,no,no,no,0.433,0.433
E9,/d/,cooed,2,0.035,0.094,0.278,yes,1,cooed,no,no,no,no,no,no,no,0.507,0.507
E9,/t/,cut,1,0.122,0.115,0.111,yes,1,cut,no,no,no,no,no,no,no,0.451,0.451
E9,/t/,cut,2,0.124,0.104,0.133,yes,1,cut,no,no,no,no,no,no,no,0.461,0.461
E9,/t/,cut,3,0.135,0.101,0.124,yes,1,cut,no,no,no,no,no,no,no,0.448,0.448
E9,/d/,feed,1,0.046,0.069,0.216,yes,1,feed,no,no,no,no,no,no,no,0.419,0.419
E9,/d/,feed,2,0.144,0.052,0.222,yes,1,feed,no,no,no,no,no,no,no,0.521,0.521
E9,/d/,feed,3,0.051,0.073,0.201,yes,1,feed,no,no,no,no,no,no,no,0.49,0.49
E9,/t/,feet,1,0.176,0.105,0.141,yes,1,feet,no,no,no,no,no,no,no,0.553,0.553
E9,/t/,feet,2,0.181,0.112,0.155,yes,1,feet,no,no,no,no,no,no,no,0.643,0.643
E9,/t/,feet,3,0.133,0.105,0.143,yes,1,feet,no,no,no,no,no,no,no,0.527,0.527
E9,/d/,find,1,0.093,0.041,0.357,yes,1,find,no,no,no,yes,no,no,yes,0.669,0.669
E9,/d/,find,2,0.136,0.027,0.386,yes,1,find,no,no,no,yes,no,no,yes,0.726,0.726
E9,/d/,find,3,0.069,0.029,0.309,yes,1,find,no,no,no,yes,no,no,yes,0.584,0.584
E9,/d/,fond,1,0.041,0.054,0.326,yes,1,fond,no,no,no,yes,no,no,no,0.539,0.539
E9,/d/,fond,2,0.077,0.049,0.353,yes,1,fond,no,no,no,yes,no,no,no,0.621,0.621
E9,/d/,fond,3,0.059,0.056,0.326,yes,1,fond,no,no,no,yes,no,no,no,0.58,0.58
E9,/d/,gild,1,0.089,0.064,0.241,yes,1,gild,no,no,no,no,yes,no,no,0.435,0.435
E9,/d/,gild,2,0.017,0.084,0.283,yes,1,gild,no,no,no,no,yes,no,no,0.429,0.429
E9,/d/,gild,3,0.042,0.054,0.219,yes,1,gild,no,no,no,no,yes,no,no,0.362,0.362
E9,/d/,god,1,0.062,0.078,0.263,yes,1,god,no,no,no,no,no,no,no,0.446,0.446
E9,/d/,god,2,0.08,0.068,0.28,yes,1,god,no,no,no,no,no,no,no,0.455,0.455
E9,/d/,god,3,0.086,0.068,0.235,yes,1,god,no,no,no,no,no,no,no,0.42,0.42
E9,/d/,good,1,0.06,0.071,0.153,yes,1,good,no,no,no,no,no,no,no,0.333,0.333
E9,/d/,good,2,0.111,0.057,0.191,yes,1,good,no,no,no,no,no,no,no,0.401,0.401
E9,/d/,good,3,0.047,0.058,0.161,yes,1,good,no,no,no,no,no,no,no,0.303,0.303
E9,/t/,got,1,0.193,0.186,0.126,yes,1,got,no,no,no,no,no,no,no,0.546,0.546
E9,/t/,got,2,0.212,0.119,0.212,yes,1,got,no,no,no,no,no,no,no,0.572,0.572
E9,/t/,got,3,0.142,0.142,0.21,yes,1,got,no,no,no,no,no,no,no,0.551,0.551
E9,/d/,killed,1,0.104,0.082,0.206,yes,1,killed,no,no,no,no,yes,no,no,0.497,0.497
E9,/d/,killed,2,0.087,0.069,0.274,yes,1,killed,no,no,no,no,yes,no,no,0.521,0.521
E9,/d/,killed,3,0.117,0.055,0.253,yes,1,killed,no,no,no,no,yes,no,no,0.512,0.512
E9,/d/,lad,1,0.029,0.054,0.271,yes,1,lad,no,yes,no,no,no,no,no,0.453,0.453
E9,/d/,lad,2,0.105,0.073,0.244,yes,1,lad,no,yes,no,no,no,no,no,0.525,0.525
E9,/d/,lad,3,0.098,0.026,0.244,yes,1,lad,no,yes,no,no,no,no,no,0.478,0.478
E9,/t/,neat,1,0.145,0.141,0.124,yes,1,neat,yes,no,no,no,no,no,no,0.482,0.482
E9,/t/,neat,2,0.228,0.12,0.158,yes,1,neat,yes,no,no,no,no,no,no,0.568,0.568
E9,/t/,neat,3,0.139,0.135,0.129,yes,1,neat,yes,no,no,no,no,no,no,0.507,0.507
E9,/d/,need,1,0.035,0.05,0.226,yes,1,need,yes,no,no,no,no,no,no,0.41,0.41
E9,/d/,need,2,0.02,0.074,0.233,yes,1,need,yes,no,no,no,no,no,no,0.425,0.425
E9,/d/,need,3,0.076,0.054,0.236,yes,1,need,yes,no,no,no,no,no,no,0.494,0.494
E9,/t/,pet,1,0.11,0.115,0.126,yes,1,pet,no,no,no,no,no,no,no,0.413,0.413
E9,/t/,pet,2,0.139,0.129,0.141,yes,1,pet,no,no,no,no,no,no,no,0.464,0.464
E9,/t/,pet,3,0.008,0.087,0.138,yes,1,pet,no,no,no,no,no,no,no,0.301,0.301
E9,/d/,pond,1,0.058,0.039,0.303,yes,1,pond,no,no,no,yes,no,no,no,0.479,0.479
E9,/d/,pond,2,0.1,0.073,0.314,yes,1,pond,no,no,no,yes,no,no,no,0.554,0.554
E9,/d/,pond,3,0.092,0.037,0.269,yes,1,pond,no,no,no,yes,no,no,no,0.479,0.479
E9,/t/,pot,1,0.106,0.128,0.181,yes,1,pot,no,no,no,no,no,no,no,0.497,0.497
E9,/t/,pot,2,0.042,0.134,0.192,yes,1,pot,no,no,no,no,no,no,no,0.441,0.441
E9,/d/,pound,1,0.08,0.031,0.298,yes,1,pound,no,no,no,yes,no,no,yes,0.503,0.503
E9,/d/,pound,2,0.077,0.03,0.32,yes,1,pound,no,no,no,yes,no,no,yes,0.49,0.49
E9,/d/,pound,3,0.052,0.034,0.269,yes,1,pound,no,no,no,yes,no,no,yes,0.471,0.471
E9,/d/,ride,1,0.062,0.072,0.293,yes,1,ride,no,no,yes,no,no,no,yes,0.509,0.509
E9,/d/,ride,2,0.066,0.019,0.292,yes,1,ride,no,no,yes,no,no,no,yes,0.447,0.447
E9,/d/,ride,3,0.097,0.045,0.221,yes,1,ride,no,no,yes,no,no,no,yes,0.435,0.435
E9,/d/,rod,1,0.022,0.06,0.207,yes,1,rod,no,no,yes,no,no,no,no,0.399,0.399
E9,/d/,rod,2,0.104,0.053,0.217,yes,1,rod,no,no,yes,no,no,no,no,0.476,0.476
E9,/d/,rod,3,0.12,0.038,0.252,yes,1,rod,no,no,yes,no,no,no,no,0.476,0.476
E9,/d/,rode,1,0.161,0.03,0.199,yes,1,rode,no,no,yes,no,no,no,no,0.526,0.526
E9,/d/,rode,2,0.093,0.035,0.2,yes,1,rode,no,no,yes,no,no,no,no,0.492,0.492
E9,/d/,rode,3,0.149,0.034,0.17,yes,1,rode,no,no,yes,no,no,no,no,0.525,0.525
E9,/d/,sad,1,0.067,0.058,0.28,yes,1,sad,no,no,no,no,no,no,no,0.549,0.549
E9,/d/,sad,2,0.108,0.058,0.268,yes,1,sad,no,no,no,no,no,no,no,0.594,0.594
E9,/d/,sad,3,0.096,0.051,0.269,yes,1,sad,no,no,no,no,no,no,no,0.572,0.572
E9,/d/,said,1,0.032,0.066,0.186,yes,1,said,no,no,no,no,no,no,no,0.463,0.463
E9,/d/,said,2,0.051,0.05,0.182,yes,1,said,no,no,no,no,no,no,no,0.462,0.462
E9,/d/,said,3,0.049,0.054,0.176,yes,1,said,no,no,no,no,no,no,no,0.453,0.453
E9,/d/,slide,1,0.014,0.046,0.282,yes,1,slide,no,no,no,no,no,no,yes,0.593,0.593
E9,/d/,slide,2,0.046,0.051,0.227,yes,1,slide,no,no,no,no,no,no,yes,0.63,0.63
E9,/d/,slide,3,0.087,0.043,0.222,yes,1,slide,no,no,no,no,no,no,yes,0.579,0.579
E9,/t/,soot,1,0.058,0.133,0.126,yes,1,soot,no,no,no,no,no,no,no,0.551,0.551