Speaker,Sound,Word,set,burst,closure,vowel,phon_ctxt_stress,phon_pre_nasal,phon_post_nasal,syllable,Item.Word
E14,/t/,white,1,0.174,0.072,0.121,yes,no,no,1,white
E14,/t/,white,2,0.118,0.106,0.057,yes,no,no,1,white
E14,/t/,white,3,0.099,0.107,0.112,yes,no,no,1,white
E15,/d/,bad,1,0.084,0.048,0.276,yes,no,no,1,bad
E15,/d/,bad,2,0.111,0.046,0.301,yes,no,no,1,bad
E15,/d/,bad,3,0.115,0.068,0.262,yes,no,no,1,bad
E15,/d/,bed,1,0.117,0.059,0.194,yes,no,no,1,bed
E15,/d/,bed,2,0.094,0.086,0.214,yes,no,no,1,bed
E15,/d/,bed,3,0.13,0.064,0.208,yes,no,no,1,bed
E15,/d/,bud,1,0.097,0.085,0.192,yes,no,no,1,bud
E15,/d/,bud,2,0.104,0.125,0.206,yes,no,no,1,bud
E15,/d/,bud,3,0.037,0.168,0.195,yes,no,no,1,bud
E15,/t/,but,1,0.121,0.103,0.143,yes,no,no,1,but
E15,/t/,but,2,0.162,0.104,0.146,yes,no,no,1,but
E15,/t/,but,3,0.157,0.099,0.148,yes,no,no,1,but
E15,/d/,cooed,1,0.115,0.049,0.216,yes,no,no,1,cooed
E15,/d/,cooed,2,0.108,0.041,0.258,yes,no,no,1,cooed
E15,/d/,cooed,3,0.155,0.02,0.257,yes,no,no,1,cooed
E15,/t/,cut,1,0.101,0.103,0.113,yes,no,no,1,cut
E15,/t/,cut,2,0.096,0.141,0.104,yes,no,no,1,cut
E15,/t/,cut,3,0.103,0.122,0.116,yes,no,no,1,cut
E15,/d/,feed,1,0.12,0.064,0.29,yes,no,no,1,feed
E15,/d/,feed,2,0.093,0.077,0.304,yes,no,no,1,feed
E15,/d/,feed,3,0.084,0.066,0.311,yes,no,no,1,feed
E15,/t/,feet,1,0.084,0.111,0.142,yes,no,no,1,feet
E15,/t/,feet,2,0.106,0.132,0.138,yes,no,no,1,feet
E15,/t/,feet,3,0.107,0.119,0.129,yes,no,no,1,feet
E15,/d/,find,1,0.115,0.018,0.388,yes,yes,no,1,find
E15,/d/,find,2,0.121,0.034,0.372,yes,yes,no,1,find
E15,/d/,find,3,0.07,0.038,0.355,yes,yes,no,1,find
E15,/d/,fond,1,0.098,0.008,0.378,yes,yes,no,1,fond
E15,/d/,fond,2,0.094,0.014,0.394,yes,yes,no,1,fond
E15,/d/,gild,1,0.098,0.021,0.354,yes,yes,no,1,gild
E15,/d/,gild,2,0.112,0.046,0.358,yes,yes,no,1,gild
E15,/d/,gild,3,0.135,0.013,0.401,yes,yes,no,1,gild
E15,/d/,god,1,0.1,0.063,0.285,yes,no,no,1,god
E15,/d/,god,2,0.099,0.069,0.305,yes,no,no,1,god
E15,/d/,god,3,0.106,0.06,0.309,yes,no,no,1,god
E15,/d/,good,1,0.104,0.071,0.19,yes,no,no,1,good
E15,/d/,good,2,0.095,0.069,0.205,yes,no,no,1,good
E15,/d/,good,3,0.094,0.067,0.21,yes,no,no,1,good
E15,/t/,got,1,0.104,0.072,0.193,yes,no,no,1,got
E15,/t/,got,2,0.144,0.088,0.179,yes,no,no,1,got
E15,/t/,got,3,0.11,0.1,0.182,yes,no,no,1,got
E15,/d/,killed,1,0.102,0.035,0.324,yes,yes,no,1,killed
E15,/d/,killed,2,0.169,0.027,0.308,yes,yes,no,1,killed
E15,/d/,lad,1,0.121,0.071,0.236,yes,no,yes,1,lad
E15,/d/,lad,2,0.111,0.075,0.261,yes,no,yes,1,lad
E15,/d/,lad,3,0.109,0.075,0.266,yes,no,yes,1,lad
E15,/t/,late,1,0.11,0.106,0.141,yes,no,yes,1,late
E15,/t/,late,2,0.112,0.124,0.15,yes,no,yes,1,late
E15,/t/,late,3,0.152,0.112,0.145,yes,no,yes,1,late
E15,/t/,neat,1,0.145,0.125,0.148,yes,no,yes,1,neat
E15,/t/,neat,2,0.134,0.128,0.139,yes,no,yes,1,neat
E15,/t/,neat,3,0.122,0.117,0.209,yes,no,yes,1,neat
E15,/d/,need,1,0.119,0.061,0.263,yes,no,yes,1,need
E15,/d/,need,2,0.13,0.065,0.249,yes,no,yes,1,need
E15,/d/,need,3,0.132,0.073,0.274,yes,no,yes,1,need
E15,/t/,night,1,0.107,0.128,0.149,yes,no,yes,1,night
E15,/t/,night,2,0.125,0.14,0.16,yes,no,yes,1,night
E15,/t/,night,3,0.155,0.162,0.156,yes,no,yes,1,night
E15,/t/,not,1,0.109,0.198,0.138,yes,no,yes,1,not
E15,/t/,not,2,0.136,0.141,0.134,yes,no,yes,1,not
E15,/t/,not,3,0.127,0.154,0.161,yes,no,yes,1,not
E15,/t/,pat,1,0.098,0.127,0.158,yes,no,no,1,pat
E15,/t/,pat,2,0.187,0.122,0.169,yes,no,no,1,pat
E15,/t/,pat,3,0.152,0.102,0.166,yes,no,no,1,pat
E15,/t/,pet,1,0.118,0.116,0.118,yes,no,no,1,pet
E15,/t/,pet,2,0.14,0.085,0.125,yes,no,no,1,pet
E15,/t/,pet,3,0.167,0.129,0.098,yes,no,no,1,pet
E15,/d/,pond,1,0.115,0.007,0.377,yes,yes,no,1,pond
E15,/d/,pond,2,0.128,0.025,0.32,yes,yes,no,1,pond
E15,/t/,pot,1,0.13,0.154,0.149,yes,no,no,1,pot
E15,/t/,pot,2,0.155,0.108,0.184,yes,no,no,1,pot
E15,/t/,pot,3,0.144,0.155,0.138,yes,no,no,1,pot
E15,/d/,pound,1,0.103,0.05,0.407,yes,yes,no,1,pound
E15,/d/,pound,2,0.114,0.039,0.398,yes,yes,no,1,pound
E15,/t/,put,1,0.147,0.136,0.102,yes,no,no,1,put
E15,/t/,put,2,0.196,0.122,0.108,yes,no,no,1,put
E15,/t/,put,3,0.142,0.132,0.111,yes,no,no,1,put
E15,/d/,ride,1,0.069,0.06,0.2,yes,no,yes,1,ride
E15,/d/,ride,2,0.104,0.029,0.251,yes,no,yes,1,ride
E15,/d/,rod,1,0.148,0.025,0.24,yes,no,yes,1,rod
E15,/d/,rod,2,0.107,0.043,0.238,yes,no,yes,1,rod
E15,/d/,rod,3,0.104,0.03,0.187,yes,no,yes,1,rod
E15,/d/,rode,1,0.087,0.066,0.138,yes,no,yes,1,rode
E15,/d/,rode,2,0.111,0.063,0.129,yes,no,yes,1,rode
E15,/d/,rode,3,0.104,0.067,0.126,yes,no,yes,1,rode
E15,/d/,sad,1,0.106,0.04,0.264,yes,no,no,1,sad
E15,/d/,sad,2,0.109,0.05,0.274,yes,no,no,1,sad
E15,/d/,sad,3,0.12,0.034,0.296,yes,no,no,1,sad
E15,/d/,said,1,0.089,0.061,0.232,yes,no,no,1,said
E15,/d/,said,2,0.128,0.092,0.216,yes,no,no,1,said
E15,/d/,said,3,0.113,0.121,0.193,yes,no,no,1,said
E15,/t/,shot,1,0.081,0.161,0.136,yes,no,no,1,shot
E15,/t/,shot,2,0.143,0.132,0.193,yes,no,no,1,shot
E15,/t/,shot,3,0.116,0.122,0.187,yes,no,no,1,shot
E15,/t/,shout,1,0.121,0.13,0.179,yes,no,no,1,shout
E15,/t/,shout,2,0.149,0.119,0.211,yes,no,no,1,shout
E15,/t/,shout,3,0.127,0.11,0.182,yes,no,no,1,shout
E15,/t/,silt,1,0.162,0.108,0.152,yes,yes,no,1,silt
E15,/t/,silt,2,0.195,0.124,0.148,yes,yes,no,1,silt
E15,/t/,silt,3,0.153,0.114,0.167,yes,yes,no,1,silt
E15,/t/,sit,1,0.124,0.086,0.098,yes,no,no,1,sit
E15,/t/,sit,2,0.13,0.089,0.131,yes,no,no,1,sit
E15,/t/,sit,3,0.111,0.086,0.123,yes,no,no,1,sit
E15,/d/,slide,1,0.122,0.019,0.278,yes,no,no,1,slide
E15,/d/,slide,2,0.081,0.074,0.249,yes,no,no,1,slide
E15,/d/,slide,3,0.105,0.026,0.249,yes,no,no,1,slide
E15,/t/,soot,1,0.151,0.099,0.104,yes,no,no,1,soot
E15,/t/,soot,2,0.093,0.095,0.12,yes,no,no,1,soot
E15,/t/,soot,3,0.14,0.111,0.145,yes,no,no,1,soot
E15,/t/,vet,1,0.123,0.122,0.125,yes,no,no,1,vet
E15,/t/,vet,2,0.146,0.127,0.162,yes,no,no,1,vet
E15,/t/,vet,3,0.065,0.139,0.158,yes,no,no,1,vet
E15,/t/,wait,1,0.104,0.12,0.129,yes,no,no,1,wait
E15,/t/,wait,2,0.118,0.168,0.125,yes,no,no,1,wait
E15,/t/,wait,3,0.129,0.09,0.161,yes,no,no,1,wait
E15,/t/,white,1,0.102,0.115,0.1,yes,no,no,1,white
E15,/t/,white,2,0.084,0.11,0.114,yes,no,no,1,white
E15,/t/,white,3,0.126,0.142,0.097,yes,no,no,1,white
E3,/d/,bad,1,0.11,0.043,0.299,yes,no,no,1,bad
E3,/d/,bad,2,0.123,0.035,0.288,yes,no,no,1,bad
E3,/d/,bad,3,0.136,0.035,0.312,yes,no,no,1,bad
E3,/d/,bed,1,0.138,0.04,0.177,yes,no,no,1,bed
E3,/d/,bed,2,0.194,0.042,0.198,yes,no,no,1,bed
E3,/d/,bed,3,0.153,0.039,0.218,yes,no,no,1,bed
E3,/d/,bud,1,0.261,0.023,0.217,yes,no,no,1,bud
E3,/d/,bud,2,0.169,0.023,0.188,yes,no,no,1,bud
E3,/d/,bud,3,0.145,0.038,0.206,yes,no,no,1,bud
E3,/d/,cooed,1,0.057,0.046,0.258,yes,no,no,1,cooed
E3,/d/,cooed,2,0.148,0.047,0.237,yes,no,no,1,cooed
E3,/d/,cooed,3,0.063,0.045,0.258,yes,no,no,1,cooed
E3,/d/,feed,1,0.266,0.05,0.262,yes,no,no,1,feed
E3,/d/,feed,2,0.213,0.05,0.275,yes,no,no,1,feed
E3,/d/,feed,3,0.104,0.051,0.239,yes,no,no,1,feed
E3,/t/,feet,1,0.193,0.123,0.145,yes,no,no,1,feet
E3,/t/,feet,2,0.155,0.091,0.166,yes,no,no,1,feet
E3,/t/,feet,3,0.15,0.108,0.186,yes,no,no,1,feet
E3,/d/,find,1,0.081,0.029,0.372,yes,yes,no,1,find
E3,/d/,find,2,0.141,0.016,0.398,yes,yes,no,1,find
E3,/d/,find,3,0.121,0.02,0.367,yes,yes,no,1,find
E3,/d/,fond,1,0.085,0.02,0.352,yes,yes,no,1,fond
E3,/d/,fond,2,0.156,0.023,0.395,yes,yes,no,1,fond
E3,/d/,fond,3,0.139,0.014,0.35,yes,yes,no,1,fond
E3,/d/,gild,1,0.059,0.083,0.284,yes,yes,no,1,gild
E3,/d/,gild,2,0.169,0.075,0.29,yes,yes,no,1,gild
E3,/d/,gild,3,0.114,0.074,0.277,yes,yes,no,1,gild
E3,/d/,god,1,0.176,0.036,0.291,yes,no,no,1,god
E3,/d/,god,2,0.164,0.051,0.267,yes,no,no,1,god
E3,/d/,god,3,0.129,0.066,0.263,yes,no,no,1,god
E3,/d/,good,1,0.088,0.044,0.216,yes,no,no,1,good
E3,/d/,good,2,0.124,0.029,0.251,yes,no,no,1,good
E3,/d/,good,3,0.117,0.022,0.252,yes,no,no,1,good
E3,/t/,got,1,0.167,0.102,0.238,yes,no,no,1,got
E3,/t/,got,2,0.211,0.123,0.186,yes,no,no,1,got
E3,/d/,killed,1,0.094,0.088,0.258,yes,yes,no,1,killed
E3,/d/,killed,2,0.141,0.06,0.31,yes,yes,no,1,killed
E3,/d/,killed,3,0.12,0.073,0.27,yes,yes,no,1,killed
E3,/d/,lad,1,0.108,0.04,0.225,yes,no,yes,1,lad
E3,/d/,lad,2,0.157,0.052,0.235,yes,no,yes,1,lad
E3,/d/,lad,3,0.119,0.056,0.219,yes,no,yes,1,lad
E3,/t/,neat,1,0.183,0.091,0.146,yes,no,yes,1,neat
E3,/t/,neat,2,0.216,0.089,0.151,yes,no,yes,1,neat
E3,/t/,neat,3,0.167,0.077,0.152,yes,no,yes,1,neat
E3,/d/,need,1,0.14,0.043,0.265,yes,no,yes,1,need
E3,/d/,need,2,0.215,0.055,0.251,yes,no,yes,1,need
E3,/d/,need,3,0.172,0.049,0.252,yes,no,yes,1,need
E3,/d/,pond,1,0.088,0.019,0.334,yes,yes,no,1,pond
E3,/d/,pond,2,0.119,0.02,0.376,yes,yes,no,1,pond
E3,/d/,pond,3,0.123,0.018,0.337,yes,yes,no,1,pond
E3,/d/,pound,1,0.086,0.021,0.326,yes,yes,no,1,pound
E3,/d/,pound,2,0.133,0.008,0.364,yes,yes,no,1,pound
E3,/d/,pound,3,0.144,0.014,0.392,yes,yes,no,1,pound
E3,/d/,ride,1,0.122,0.056,0.264,yes,no,yes,1,ride
E3,/d/,ride,2,0.111,0.042,0.247,yes,no,yes,1,ride
E3,/d/,ride,3,0.109,0.043,0.252,yes,no,yes,1,ride
E3,/d/,rod,1,0.206,0.046,0.222,yes,no,yes,1,rod
E3,/d/,rod,2,0.114,0.027,0.223,yes,no,yes,1,rod
E3,/d/,rode,1,0.141,0.043,0.185,yes,no,yes,1,rode
E3,/d/,rode,2,0.219,0.024,0.189,yes,no,yes,1,rode
E3,/d/,rode,3,0.131,0.027,0.163,yes,no,yes,1,rode
E3,/d/,sad,1,0.088,0.058,0.29,yes,no,no,1,sad
E3,/d/,sad,2,0.122,0.029,0.296,yes,no,no,1,sad
E3,/d/,sad,3,0.123,0.05,0.292,yes,no,no,1,sad
E3,/d/,said,1,0.142,0.029,0.212,yes,no,no,1,said
E3,/d/,said,2,0.132,0.036,0.215,yes,no,no,1,said
E3,/d/,said,3,0.158,0.037,0.211,yes,no,no,1,said
E3,/d/,slide,1,0.11,0.028,0.266,yes,no,no,1,slide
E3,/d/,slide,2,0.123,0.029,0.265,yes,no,no,1,slide
E3,/d/,slide,3,0.128,0.028,0.288,yes,no,no,1,slide
E7,/d/,bed,1,0.043,0.075,0.2,yes,no,no,1,bed
E7,/d/,bed,2,0.052,0.08,0.201,yes,no,no,1,bed
E7,/d/,bed,3,0.112,0.109,0.21,yes,no,no,1,bed
E7,/d/,cooed,1,0.063,0.058,0.308,yes,no,no,1,cooed
E7,/d/,cooed,2,0.109,0.062,0.29,yes,no,no,1,cooed
E7,/d/,cooed,3,0.126,0.069,0.232,yes,no,no,1,cooed
E7,/d/,feed,1,0.055,0.107,0.275,yes,no,no,1,feed
E7,/d/,feed,2,0.074,0.079,0.277,yes,no,no,1,feed
E7,/d/,feed,3,0.044,0.115,0.276,yes,no,no,1,feed
E7,/t/,feet,1,0.113,0.191,0.134,yes,no,no,1,feet
E7,/t/,feet,2,0.112,0.19,0.159,yes,no,no,1,feet
E7,/t/,feet,3,0.145,0.176,0.148,yes,no,no,1,feet
E7,/d/,find,1,0.041,0.008,0.434,yes,yes,no,1,find
E7,/d/,find,2,0.076,0.095,0.346,yes,yes,no,1,find
E7,/d/,fond,1,0.077,0.014,0.432,yes,yes,no,1,fond
E7,/d/,fond,2,0.018,0.124,0.303,yes,yes,no,1,fond
E7,/d/,gild,1,0.141,0.027,0.284,yes,yes,no,1,gild
E7,/d/,gild,2,0.107,0.023,0.331,yes,yes,no,1,gild
E7,/d/,gild,3,0.12,0.122,0.231,yes,yes,no,1,gild
E7,/d/,god,1,0.038,0.056,0.307,yes,no,no,1,god
E7,/d/,god,2,0.059,0.023,0.269,yes,no,no,1,god
E7,/d/,god,3,0.023,0.044,0.212,yes,no,no,1,god
E7,/d/,good,1,0.047,0.076,0.165,yes,no,no,1,good
E7,/d/,good,2,0.065,0.047,0.194,yes,no,no,1,good
E7,/d/,killed,1,0.083,0.044,0.316,yes,yes,no,1,killed
E7,/d/,killed,2,0.103,0.036,0.35,yes,yes,no,1,killed
E7,/d/,killed,3,0.065,0.151,0.227,yes,yes,no,1,killed
E7,/d/,lad,1,0.104,0.065,0.233,yes,no,yes,1,lad
E7,/t/,neat,1,0.155,0.158,0.178,yes,no,yes,1,neat
E7,/t/,neat,2,0.079,0.202,0.193,yes,no,yes,1,neat
E7,/t/,neat,3,0.145,0.17,0.156,yes,no,yes,1,neat
E7,/d/,need,1,0.045,0.066,0.271,yes,no,yes,1,need
E7,/d/,need,2,0.054,0.064,0.315,yes,no,yes,1,need
E7,/d/,need,3,0.079,0.074,0.26,yes,no,yes,1,need
E7,/t/,night,1,0.159,0.124,0.207,yes,no,yes,1,night
E7,/t/,night,2,0.145,0.13,0.225,yes,no,yes,1,night
E7,/t/,night,3,0.174,0.197,0.204,yes,no,yes,1,night
E7,/d/,pond,1,0.058,0.007,0.404,yes,yes,no,1,pond
E7,/d/,pond,2,0.061,0.225,0.291,yes,yes,no,1,pond
E7,/d/,pound,1,0.03,0.024,0.394,yes,yes,no,1,pound
E7,/d/,pound,2,0.088,0.164,0.298,yes,yes,no,1,pound
E7,/d/,ride,1,0.073,0.055,0.304,yes,no,yes,1,ride
E7,/d/,ride,2,0.096,0.055,0.233,yes,no,yes,1,ride
E7,/d/,ride,3,0.062,0.093,0.238,yes,no,yes,1,ride
E7,/d/,rod,1,0.064,0.063,0.223,yes,no,yes,1,rod
E7,/d/,rod,2,0.055,0.084,0.232,yes,no,yes,1,rod
E7,/d/,rode,1,0.072,0.073,0.187,yes,no,yes,1,rode
E7,/d/,rode,2,0.089,0.061,0.184,yes,no,yes,1,rode
E7,/d/,rode,3,0.089,0.121,0.192,yes,no,yes,1,rode
E7,/d/,sad,1,0.061,0.074,0.316,yes,no,no,1,sad
E7,/d/,sad,2,0.115,0.053,0.333,yes,no,no,1,sad
E7,/d/,sad,3,0.076,0.071,0.313,yes,no,no,1,sad
E7,/d/,said,1,0.079,0.077,0.233,yes,no,no,1,said
E7,/d/,said,2,0.113,0.087,0.253,yes,no,no,1,said
E7,/d/,said,3,0.107,0.098,0.231,yes,no,no,1,said
E7,/t/,silt,1,0.141,0.111,0.162,yes,yes,no,1,silt
E7,/t/,silt,2,0.158,0.09,0.196,yes,yes,no,1,silt
E7,/t/,silt,3,0.12,0.167,0.139,yes,yes,no,1,silt
E7,/d/,slide,1,0.061,0.059,0.188,yes,no,no,1,slide
E7,/t/,soot,1,0.146,0.187,0.132,yes,no,no,1,soot
E7,/t/,vet,1,0.026,0.025,0.175,yes,no,no,1,vet
E7,/t/,white,1,0.011,0.069,0.155,yes,no,no,1,white
E9,/d/,bad,1,0.089,0.059,0.256,yes,no,no,1,bad
E9,/d/,bad,2,0.061,0.059,0.271,yes,no,no,1,bad
E9,/d/,bad,3,0.097,0.046,0.261,yes,no,no,1,bad
E9,/d/,bed,1,0.122,0.063,0.17,yes,no,no,1,bed
E9,/d/,bed,2,0.119,0.061,0.206,yes,no,no,1,bed
E9,/d/,bed,3,0.084,0.057,0.17,yes,no,no,1,bed
E9,/d/,bud,1,0.084,0.065,0.181,yes,no,no,1,bud
E9,/d/,bud,2,0.06,0.07,0.182,yes,no,no,1,bud
E9,/d/,bud,3,0.059,0.085,0.157,yes,no,no,1,bud
E9,/t/,but,1,0.119,0.131,0.145,yes,no,no,1,but
E9,/t/,but,2,0.149,0.112,0.167,yes,no,no,1,but
E9,/t/,but,3,0.202,0.115,0.151,yes,no,no,1,but
E9,/d/,cooed,1,0.036,0.073,0.235,yes,no,no,1,cooed
E9,/d/,cooed,2,0.035,0.094,0.278,yes,no,no,1,cooed
E9,/t/,cut,1,0.122,0.115,0.111,yes,no,no,1,cut
E9,/t/,cut,2,0.124,0.104,0.133,yes,no,no,1,cut
E9,/t/,cut,3,0.135,0.101,0.124,yes,no,no,1,cut
E9,/d/,feed,1,0.046,0.069,0.216,yes,no,no,1,feed
E9,/d/,feed,2,0.144,0.052,0.222,yes,no,no,1,feed
E9,/d/,feed,3,0.051,0.073,0.201,yes,no,no,1,feed
E9,/t/,feet,1,0.176,0.105,0.141,yes,no,no,1,feet
E9,/t/,feet,2,0.181,0.112,0.155,yes,no,no,1,feet
E9,/t/,feet,3,0.133,0.105,0.143,yes,no,no,1,feet
E9,/d/,find,1,0.093,0.041,0.357,yes,yes,no,1,find
E9,/d/,find,2,0.136,0.027,0.386,yes,yes,no,1,find
E9,/d/,find,3,0.069,0.029,0.309,yes,yes,no,1,find
E9,/d/,fond,1,0.041,0.054,0.326,yes,yes,no,1,fond
E9,/d/,fond,2,0.077,0.049,0.353,yes,yes,no,1,fond
E9,/d/,fond,3,0.059,0.056,0.326,yes,yes,no,1,fond
E9,/d/,gild,1,0.089,0.064,0.241,yes,yes,no,1,gild
E9,/d/,gild,2,0.017,0.084,0.283,yes,yes,no,1,gild
E9,/d/,gild,3,0.042,0.054,0.219,yes,yes,no,1,gild
E9,/d/,god,1,0.062,0.078,0.263,yes,no,no,1,god
E9,/d/,god,2,0.08,0.068,0.28,yes,no,no,1,god
E9,/d/,god,3,0.086,0.068,0.235,yes,no,no,1,god
E9,/d/,good,1,0.06,0.071,0.153,yes,no,no,1,good
E9,/d/,good,2,0.111,0.057,0.191,yes,no,no,1,good
E9,/d/,good,3,0.047,0.058,0.161,yes,no,no,1,good
E9,/t/,got,1,0.193,0.186,0.126,yes,no,no,1,got
E9,/t/,got,2,0.212,0.119,0.212,yes,no,no,1,got
E9,/t/,got,3,0.142,0.142,0.21,yes,no,no,1,got
E9,/d/,killed,1,0.104,0.082,0.206,yes,yes,no,1,killed
E9,/d/,killed,2,0.087,0.069,0.274,yes,yes,no,1,killed
E9,/d/,killed,3,0.117,0.055,0.253,yes,yes,no,1,killed
E9,/d/,lad,1,0.029,0.054,0.271,yes,no,yes,1,lad
E9,/d/,lad,2,0.105,0.073,0.244,yes,no,yes,1,lad
E9,/d/,lad,3,0.098,0.026,0.244,yes,no,yes,1,lad
E9,/t/,neat,1,0.145,0.141,0.124,yes,no,yes,1,neat
E9,/t/,neat,2,0.228,0.12,0.158,yes,no,yes,1,neat
E9,/t/,neat,3,0.139,0.135,0.129,yes,no,yes,1,neat
E9,/d/,need,1,0.035,0.05,0.226,yes,no,yes,1,need
E9,/d/,need,2,0.02,0.074,0.233,yes,no,yes,1,need
E9,/d/,need,3,0.076,0.054,0.236,yes,no,yes,1,need
E9,/t/,pet,1,0.11,0.115,0.126,yes,no,no,1,pet
E9,/t/,pet,2,0.139,0.129,0.141,yes,no,no,1,pet
E9,/t/,pet,3,0.008,0.087,0.138,yes,no,no,1,pet
E9,/d/,pond,1,0.058,0.039,0.303,yes,yes,no,1,pond
E9,/d/,pond,2,0.1,0.073,0.314,yes,yes,no,1,pond
E9,/d/,pond,3,0.092,0.037,0.269,yes,yes,no,1,pond
E9,/t/,pot,1,0.106,0.128,0.181,yes,no,no,1,pot
E9,/t/,pot,2,0.042,0.134,0.192,yes,no,no,1,pot
E9,/d/,pound,1,0.08,0.031,0.298,yes,yes,no,1,pound
E9,/d/,pound,2,0.077,0.03,0.32,yes,yes,no,1,pound
E9,/d/,pound,3,0.052,0.034,0.269,yes,yes,no,1,pound
E9,/d/,ride,1,0.062,0.072,0.293,yes,no,yes,1,ride
E9,/d/,ride,2,0.066,0.019,0.292,yes,no,yes,1,ride
E9,/d/,ride,3,0.097,0.045,0.221,yes,no,yes,1,ride
E9,/d/,rod,1,0.022,0.06,0.207,yes,no,yes,1,rod
E9,/d/,rod,2,0.104,0.053,0.217,yes,no,yes,1,rod
E9,/d/,rod,3,0.12,0.038,0.252,yes,no,yes,1,rod
E9,/d/,rode,1,0.161,0.03,0.199,yes,no,yes,1,rode
E9,/d/,rode,2,0.093,0.035,0.2,yes,no,yes,1,rode
E9,/d/,rode,3,0.149,0.034,0.17,yes,no,yes,1,rode
E9,/d/,sad,1,0.067,0.058,0.28,yes,no,no,1,sad
E9,/d/,sad,2,0.108,0.058,0.268,yes,no,no,1,sad
E9,/d/,sad,3,0.096,0.051,0.269,yes,no,no,1,sad
E9,/d/,said,1,0.032,0.066,0.186,yes,no,no,1,said
E9,/d/,said,2,0.051,0.05,0.182,yes,no,no,1,said
E9,/d/,said,3,0.049,0.054,0.176,yes,no,no,1,said
E9,/d/,slide,1,0.014,0.046,0.282,yes,no,no,1,slide
E9,/d/,slide,2,0.046,0.051,0.227,yes,no,no,1,slide
E9,/d/,slide,3,0.087,0.043,0.222,yes,no,no,1,slide
E9,/t/,soot,1,0.058,0.133,0.126,yes,no,no,1,soot